"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-13","0.00",,,
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-14","0.00",,,
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-21","0.00",,,
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-24","0.04",,,
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-25","0.00",,,
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-26","0.00",,,
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-27","0.00",,,
"US1COBO0306","NIWOT 0.9 NE, CO US","2018-09-28","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-02","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-03","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-04","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-05","0.17",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-06","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-07","0.02",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-08","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-09","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-10","0.01",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-11","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-12","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-13","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-14","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-15","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-16","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-17","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-18","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-19","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-20","0.05",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-21","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-22","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-23","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-24","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-25","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-26","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-27","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-28","0.00",,,
"US1COBO0149","LONGMONT 1.7 NNE, CO US","2018-09-29","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-05","0.79",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-06","0.05",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-07","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-08","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-09","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-10","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-11","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-12","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-13","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-14","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-15","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-16","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-17","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-18","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-19","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-20","0.02",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-21","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-22","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-26","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-27","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-28","0.00",,,
"US1COBO0428","BOULDER 2.4 S, CO US","2018-09-29","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-02","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-03","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-04","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-05","0.84",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-06","0.02",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-07","0.02",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-08","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-09","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-10","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-15","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-16","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-17","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-18","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-19","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-20","0.03",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-21","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-22","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-23","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-24","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-25","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-26","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-27","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-28","0.00",,,
"US1COWE0209","ERIE 1.6 NE, CO US","2018-09-29","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-02","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-03","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-04","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-05","0.43",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-06","0.22",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-07","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-08","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-09","0.01",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-10","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-11","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-12","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-13","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-14","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-15","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-16","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-17","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-18","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-19","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-20","0.25",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-21","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-22","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-23","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-24","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-25","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-26","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-27","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-28","0.00",,,
"US1COJF0240","ARVADA 3.8 W, CO US","2018-09-29","0.00",,,
"US1COBO0380","BOULDER 2.0 W, CO US","2018-09-05","0.83",,,
"US1COBO0380","BOULDER 2.0 W, CO US","2018-09-11","0.00",,,
"US1COBO0380","BOULDER 2.0 W, CO US","2018-09-12","0.00",,,
"US1COBO0380","BOULDER 2.0 W, CO US","2018-09-18","0.00",,,
"US1COBO0380","BOULDER 2.0 W, CO US","2018-09-19","0.00",,,
"US1COBO0380","BOULDER 2.0 W, CO US","2018-09-25","0.00",,,
"US1COBO0380","BOULDER 2.0 W, CO US","2018-09-26","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-02","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-03","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-04","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-05","0.17",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-06","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-07","0.02",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-08","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-09","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-10","0.01",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-11","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-12","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-13","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-14","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-15","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-16","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-17","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-18","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-19","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-20","0.05",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-21","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-22","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-23","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-24","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-25","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-26","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-27","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-28","0.00",,,
"US1COBO0143","LONGMONT 2.1 N, CO US","2018-09-29","0.00",,,
"US1COBO0383","LONGMONT 2.4 NE, CO US","2018-09-05","0.11",,,
"US1COBO0383","LONGMONT 2.4 NE, CO US","2018-09-06","0.00",,,
"US1COBO0383","LONGMONT 2.4 NE, CO US","2018-09-07","0.01",,,
"US1COBO0383","LONGMONT 2.4 NE, CO US","2018-09-10","0.01",,,
"US1COBO0383","LONGMONT 2.4 NE, CO US","2018-09-20","0.04",,,
"US1COBO0383","LONGMONT 2.4 NE, CO US","2018-09-25","0.01",,,
"US1COBO0383","LONGMONT 2.4 NE, CO US","2018-09-29","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-02","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-03","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-04","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-05","0.90",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-06","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-07","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-08","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-09","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-10","0.01",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-11","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-12","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-13","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-14","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-15","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-16","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-17","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-18","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-19","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-20","0.02",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-21","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-22","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-23","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-24","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-25","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-26","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-27","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-28","0.00",,,
"US1COBO0146","LYONS 0.3 NNE, CO US","2018-09-29","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-02","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-03","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-04","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-05","0.62",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-06","0.06",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-07","0.03",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-09","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-10","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-11","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-12","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-13","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-14","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-15","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-16","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-17","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-18","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-19","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-20","0.02",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-21","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-22","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-23","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-24","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-25","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-26","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-27","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-28","0.00",,,
"US1COBO0266","LAFAYETTE 0.8 WSW, CO US","2018-09-29","0.00",,,
"USC00051681","COAL CREEK CANYON, CO US","2018-09-02","0.00",,"67","44"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-03","0.00",,"66","44"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-04","0.00",,"71","44"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-05","0.90",,"60","40"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-06","0.41",,"60","38"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-07","0.00",,"63","37"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-08","0.00",,"73","39"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-09","0.00",,"74","46"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-10","0.00",,"77","42"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-11","0.00",,"73","45"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-12","0.00",,"76","46"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-13","0.00",,"77","43"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-14","0.00",,"74","50"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-15","0.00",,"75","47"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-16","0.00",,"76","50"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-17","0.00",,"74","53"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-18","0.00",,"74","44"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-19","0.04",,"73","48"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-20","0.00",,"66","42"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-21","0.00",,"62","29"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-22","0.00",,"71","38"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-23","0.00",,"73","43"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-24","0.01",,"65","43"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-25","0.00",,"54","28"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-26","0.00",,"62","27"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-27","0.00",,"66","41"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-28","0.00",,"57","31"
"USC00051681","COAL CREEK CANYON, CO US","2018-09-29","0.00",,"74","38"
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-03","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-04","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-05","0.80",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-06","0.05",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-07","0.04",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-08","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-09","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-10","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-11","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-12","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-13","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-14","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-15","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-17","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-18","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-19","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-20","0.05",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-22","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-23","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-24","0.00",,,
"US1COBO0437","BOULDER 2.1 W, CO US","2018-09-25","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-02","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-03","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-04","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-05","0.62",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-06","0.19",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-07","0.01",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-08","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-09","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-10","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-11","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-12","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-13","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-14","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-15","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-16","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-17","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-18","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-19","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-20","0.18",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-21","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-22","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-23","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-24","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-25","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-26","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-27","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-28","0.00",,,
"US1COJF0474","ARVADA 2.7 NE, CO US","2018-09-29","0.00",,,
"USW00094075","BOULDER 14 W, CO US","2018-09-02","0.00",,"64","35"
"USW00094075","BOULDER 14 W, CO US","2018-09-03","0.00",,"60","40"
"USW00094075","BOULDER 14 W, CO US","2018-09-04","0.00",,"63","40"
"USW00094075","BOULDER 14 W, CO US","2018-09-05","0.27",,"60","39"
"USW00094075","BOULDER 14 W, CO US","2018-09-06","0.06",,"56","34"
"USW00094075","BOULDER 14 W, CO US","2018-09-07","0.04",,"60","30"
"USW00094075","BOULDER 14 W, CO US","2018-09-08","0.06",,"68","33"
"USW00094075","BOULDER 14 W, CO US","2018-09-09","0.00",,"67","38"
"USW00094075","BOULDER 14 W, CO US","2018-09-10","0.00",,"71","36"
"USW00094075","BOULDER 14 W, CO US","2018-09-11","0.00",,"71","39"
"USW00094075","BOULDER 14 W, CO US","2018-09-12","0.00",,"72","46"
"USW00094075","BOULDER 14 W, CO US","2018-09-13","0.00",,"73","43"
"USW00094075","BOULDER 14 W, CO US","2018-09-14","0.00",,"71","42"
"USW00094075","BOULDER 14 W, CO US","2018-09-15","0.00",,"72","42"
"USW00094075","BOULDER 14 W, CO US","2018-09-16","0.00",,"72","47"
"USW00094075","BOULDER 14 W, CO US","2018-09-17","0.00",,"72","47"
"USW00094075","BOULDER 14 W, CO US","2018-09-18","0.00",,"73","42"
"USW00094075","BOULDER 14 W, CO US","2018-09-19","0.07",,"69","44"
"USW00094075","BOULDER 14 W, CO US","2018-09-20","0.00",,"60","31"
"USW00094075","BOULDER 14 W, CO US","2018-09-21","0.00",,"60","26"
"USW00094075","BOULDER 14 W, CO US","2018-09-22","0.00",,"65","37"
"USW00094075","BOULDER 14 W, CO US","2018-09-23","0.00",,"66","41"
"USW00094075","BOULDER 14 W, CO US","2018-09-24","0.19",,"57","38"
"USW00094075","BOULDER 14 W, CO US","2018-09-25","0.00",,"52","25"
"USW00094075","BOULDER 14 W, CO US","2018-09-26","0.00",,"56","26"
"USW00094075","BOULDER 14 W, CO US","2018-09-27","0.00",,"61","35"
"USW00094075","BOULDER 14 W, CO US","2018-09-28","0.00",,"59","35"
"USW00094075","BOULDER 14 W, CO US","2018-09-29","0.00",,"67","43"
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-03","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-04","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-05","0.42",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-06","0.01",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-07","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-08","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-09","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-24","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-25","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-26","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-27","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-28","0.00",,,
"US1COBO0435","LONGMONT 3.0 SW, CO US","2018-09-29","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-02","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-03","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-04","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-05","0.67",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-06","0.15",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-07","0.01",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-08","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-09","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-10","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-11","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-12","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-13","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-14","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-15","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-16","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-17","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-18","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-19","0.00",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-20","0.23",,,
"US1COJF0072","BROOMFIELD 2.3 SSW, CO US","2018-09-21","0.00",,,
