"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"US1COBO0465","BOULDER 1.8 NW, CO US","2018-09-25","0.00",,,
"US1COBO0465","BOULDER 1.8 NW, CO US","2018-09-26","0.00",,,
"US1COBO0465","BOULDER 1.8 NW, CO US","2018-09-27","0.00",,,
"US1COBO0465","BOULDER 1.8 NW, CO US","2018-09-28","0.00",,,
"US1COBO0465","BOULDER 1.8 NW, CO US","2018-09-29","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-02","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-03","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-04","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-05","0.64",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-06","0.03",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-07","0.04",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-08","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-09","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-10","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-11","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-12","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-13","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-14","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-15","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-16","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-17","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-18","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-19","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-20","0.02",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-21","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-22","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-23","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-24","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-25","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-26","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-27","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-28","0.00",,,
"US1COBO0222","LAFAYETTE 2.5 NW, CO US","2018-09-29","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-05","0.15",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-06","0.11",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-07","0.07",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-08","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-09","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-10","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-11","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-12","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-13","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-14","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-15","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-16","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-17","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-18","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-19","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-20","0.08",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-21","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-22","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-23","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-24","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-25","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-26","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-27","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-28","0.00",,,
"US1COBO0343","JAMESTOWN 2.5 SSE, CO US","2018-09-29","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-02","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-03","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-04","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-05","0.90",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-06","0.06",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-07","0.02",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-08","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-09","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-10","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-11","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-12","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-13","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-19","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-20","0.02",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-21","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-22","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-23","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-24","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-25","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-26","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-27","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-28","0.00",,,
"US1COBO0464","BOULDER 3.2 S, CO US","2018-09-29","0.00",,,
"US1COBO0118","LONGMONT 2.9 WNW, CO US","2018-09-05","0.07",,,
"US1COBO0118","LONGMONT 2.9 WNW, CO US","2018-09-14","0.00",,,
"US1COBO0118","LONGMONT 2.9 WNW, CO US","2018-09-17","0.00",,,
"US1COBO0118","LONGMONT 2.9 WNW, CO US","2018-09-20","0.05",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-02","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-03","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-04","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-05","0.50",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-06","0.19",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-07","0.01",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-08","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-09","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-10","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-11","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-12","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-13","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-14","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-15","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-16","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-17","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-18","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-19","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-20","0.44",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-21","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-22","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-23","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-24","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-25","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-26","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-27","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-28","0.00",,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","2018-09-29","0.00",,,
"US1COBO0117","LONGMONT 2.4 NE, CO US","2018-09-05","0.17",,,
"US1COBO0117","LONGMONT 2.4 NE, CO US","2018-09-20","0.04",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-02","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-04","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-05","0.68",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-06","0.01",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-07","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-08","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-09","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-12","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-13","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-14","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-15","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-16","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-17","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-18","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-19","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-20","0.04",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-21","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-22","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-24","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-25","0.00",,,
"US1COBO0479","NIWOT 1.0 NNE, CO US","2018-09-29","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-02","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-03","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-04","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-05","0.40",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-06","0.68",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-07","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-08","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-09","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-10","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-11","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-12","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-13","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-14","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-15","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-16","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-17","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-18","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-19","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-20","0.30",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-21","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-22","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-23","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-24","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-25","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-26","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-27","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-28","0.00",,,
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","2018-09-29","0.00",,,
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-02","0.01",,"84","56"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-03","0.00",,"77","59"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-04","0.00",,"77","59"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-05","1.46",,"80","54"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-06","0.70",,"69","51"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-07","0.00",,"68","51"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-09","0.00",,"80","59"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-10","0.00",,"83","59"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-11","0.00",,"86","61"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-14","0.00",,"90","60"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-15","0.00",,"88","61"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-16","0.00",,"88","60"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-17","0.00",,"90","65"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-18","0.00",,"88","61"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-19","0.00",,"86","61"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-20","0.00",,"81","58"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-21","0.00",,"79","50"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-22","0.00",,"74","51"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-23","0.00",,"82","59"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-24","0.00",,"83","58"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-25","0.00",,"76","43"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-27","0.00",,"68","55"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-28","0.00",,"77","40"
"USC00056816","RALSTON RESERVOIR, CO US","2018-09-29","0.00",,"53","36"
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-02","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-03","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-04","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-05","0.98",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-06","0.10",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-07","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-08","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-09","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-10","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-11","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-12","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-13","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-14","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-15","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-16","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-17","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-18","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-19","0.00",,,
"US1COBR0023","BROOMFIELD 1.6 ENE, CO US","2018-09-20","0.09",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-02","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-03","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-04","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-05","0.86",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-06","0.05",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-07","0.14",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-08","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-09","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-10","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-11","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-12","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-13","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-14","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-15","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-16","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-17","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-18","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-19","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-20","0.04",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-21","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-22","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-23","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-24","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-25","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-26","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-27","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-28","0.00",,,
"US1COBO0072","BOULDER 1.3 NW, CO US","2018-09-29","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-02","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-03","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-04","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-05","0.33",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-06","0.13",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-07","0.16",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-08","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-09","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-10","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-11","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-12","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-13","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-14","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-15","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-16","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-17","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-18","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-19","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-20","0.08",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-21","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-22","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-23","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-24","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-25","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-26","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-27","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-28","0.00",,,
"US1COBO0110","NEDERLAND 4.8 ENE, CO US","2018-09-29","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-02","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-03","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-04","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-05","0.14",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-06","0.01",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-07","0.01",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-08","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-09","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-10","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-11","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-12","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-13","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-14","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-15","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-16","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-17","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-18","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-19","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-20","0.06",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-21","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-22","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-23","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-24","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-25","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-26","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-27","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-28","0.00",,,
"US1COBO0352","LONGMONT 1.8 ENE, CO US","2018-09-29","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-03","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-04","0.01",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-05","0.20",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-06","0.15",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-07","0.01",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-08","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-09","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-10","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-11","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-12","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-13","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-14","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-15","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-16","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-17","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-18","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-28","0.00",,,
"US1COBO0230","BOULDER 6.8 WNW, CO US","2018-09-29","0.00",,,
"US1COBO0351","LAFAYETTE 2.3 WNW, CO US","2018-09-05","0.74",,,
"US1COBO0351","LAFAYETTE 2.3 WNW, CO US","2018-09-06","0.04",,,
"US1COBO0351","LAFAYETTE 2.3 WNW, CO US","2018-09-07","0.03",,,
"US1COBO0351","LAFAYETTE 2.3 WNW, CO US","2018-09-20","0.03",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-02","0.02",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-03","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-04","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-05","0.18",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-06","0.16",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-07","0.23",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-08","0.02",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-09","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-10","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-11","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-12","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-13","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-14","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-15","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-16","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-17","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-18","0.00",,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","2018-09-19","0.00",,,
